product_id,product_code,barcode,product_name,category,unit,cost_price,selling_price,min_stock,image_url,active,count_status
38101ccf-cf3d-45cf-9450-7d7002e3fb20,M0027,,Clase Azul Gold,MAT-Tequila,bottle(750),"23,072.03",0,0,,FALSE,excluded
03f68a3d-611a-4e23-af97-f96a9a66e78a,M0095,,บังยี่ขัน,MAT-Tequila,bottle(640),134.98,0,0,,FALSE,excluded
20d7605e-151e-435e-ad66-ff79d27212fa,M0096,,Clase Azul Ultra,MAT-Tequila,bottle(750),"129,999.98",0,0,,FALSE,excluded
1160feb4-ccc2-4fbd-938b-12c986817509,M0193,,Don Julio Blanco,MAT-Tequila,bottle(750),"2,181.00",0,0,,TRUE,active
0c7b3099-28b3-48e6-a65f-7629512f5dc3,M0211,,Clase Azul reposado 200MI,MAT-Tequila,bottle(200),"4,672.90",0,0,,FALSE,excluded
fc419ec7-7e5b-4648-87cb-ff41ca2635ef,M0215,,Patron reposado,MAT-Tequila,bottle(700),"3,065.44",0,0,,FALSE,excluded
65b0de99-6124-4d69-9f8b-10a4d4aa0671,M0218,,Don Julio Ultima Reserva,MAT-Tequila,bottle(750),"24,162.00",0,0,,FALSE,excluded
1667cf60-eb05-4538-b001-a0731b84bffc,M213,,Los 7 Angal,MAT-Tequila,bottle(750),"8,000.03",0,0,,FALSE,excluded
a507be23-55e1-47c6-89b3-44c53211149c,M214,,Komos Reposado Rosa,MAT-Tequila,bottle(750),"9,966.08",0,0,,FALSE,excluded
dc8f972f-4c7f-4b1d-94cc-b3a1de96b0f4,M215,,Komos Anejo Cristalino,MAT-Tequila,bottle(750),"11,410.13",0,0,,FALSE,excluded
8e413a2a-91f9-4873-809a-8d354702e290,M216,,Komos Extra Anejo,MAT-Tequila,bottle(750),"31,167.00",0,0,,FALSE,excluded
96fef607-3244-46db-983c-586a6b8d5cb8,M217,,Patron El cielo,MAT-Tequila,bottle(750),"6,999.00",0,0,,FALSE,excluded
21c7bb14-f6b7-4fd8-a6e9-3698804b95e7,M218,,Komos Anejo Reserva,MAT-Tequila,bottle(750),15.23,0,0,,FALSE,excluded
4b6b91bb-8cf5-47f3-98b7-0f56a26e6e1f,M219,,Patron Anejo,MAT-Tequila,bottle(750),0,0,0,,FALSE,excluded
aa693f1a-d09f-4434-aed2-a22f5bce2800,M220,,Patron El Alto Ex1.75,MAT-Tequila,bottle(1750),0,0,0,,FALSE,excluded
16dd2d2d-46eb-42af-9f1d-e6e087ebf4e2,M0011,,Grey Goose Vodka,MAT-Vodka,bottle(750),"1,855.13",0,0,,TRUE,active
3335d0f0-6e63-41e6-8712-82ca5ad73853,M0012,,Belvedere Vodka,MAT-Vodka,bottle(700),"1,760.01",0,0,,TRUE,active
038a982f-973c-4c19-8457-33e883d636b6,M0013,,Elit Vodka 1.75L.,MAT-Vodka,bottle(1750),1.75,0,0,,FALSE,excluded
587bd942-e4c9-4939-b076-ea4745c6218e,M0014,,Grey Goose Vodka Extra 1.75L,MAT-Vodka,bottle(1750),"4,347.00",0,0,,FALSE,excluded
2562120b-a4f3-4028-ba68-279687a9699f,M0015,,Belvedere Vodka Extra 1.75L,MAT-Vodka,bottle(1750),"4,646.95",0,0,,FALSE,excluded
